도시,인구,위도,경도
서울특별시,9407540,127.0495556,37.514575
부산광역시,3320276,
인천광역시,2964820,
대구광역시,2365619,
대전광역시,1446749,
광주광역시,1432049,
수원특례시,1190368,
울산광역시,1111371,
용인특례시,1075570,
고양특례시,1075202,
